Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
A1BG	56014.0743008442	0.288113321879242	0.222589911530862	1.29436828424857	0.195538240298769	0.533543979844046
A1CF	748.29308766893	0.386398300646056	0.410260655920945	0.941836110944337	0.346276554001152	0.69086667445456
A2ML1	18.9420946759607	0.123481725031781	0.768211567031169	0.16073921603262	0.872298801089668	0.96181743223945
A3GALT2	0.755612135274689	1.04984791878918	2.46592858020205	0.425741413282599	0.670296281706269	NA
A4GALT	9.16661783882888	-0.0436359123536793	0.555510023334516	-0.0785510801258804	0.937389699643077	0.981866138069005
A4GNT	14.400574617446	2.23948511835246	0.640788584519295	3.49488922314756	0.00047425855035655	0.0125142509345439
AAAS	156.369796605033	0.250269172984039	0.1602226565645	1.56200863442362	0.118285954792782	0.417159224996673
AACS	487.732587748411	-1.1163172213872	0.383491798363895	-2.91092854175704	0.00360356421670375	0.0531143525759002
AADAC	1025.74343321486	0.704697160243118	0.319461353283052	2.20589173933266	0.0273915807600146	0.187916288881116
AADAT	2851.43519618263	0.741069537979226	0.174212515352881	4.25382491308464	2.1014964159993e-05	0.00116155438266143
AAGAB	552.740288238799	0.0452092318836581	0.142241337653022	0.317834692991568	0.75061033298446	0.915454220978387
AAK1	81.444651124069	0.198407179763867	0.228000662172583	0.870204401484081	0.384188711005252	0.720390859803216
AAMDC	126.078919076515	-0.024091634535195	0.170816998913469	-0.14103768763318	0.887840169475166	0.966957049775929
AAMP	1642.26233767789	-0.116492151142843	0.113085889956294	-1.03012100968445	0.302953203839773	0.654163093035787
AAR2	282.745649711668	-0.0178612452190385	0.159717318117071	-0.11183036022397	0.91095791452976	0.974636984003482
AARS1	2303.01408784354	-0.07567959349317	0.156611420086659	-0.483231640778772	0.628931271513978	0.860626623832251
AARS2	376.962236295145	-0.099648511424288	0.135400423562752	-0.735954207544303	0.461758566284329	0.771377332480931
AARSD1	454.831942206974	0.200502378714068	0.182943945485813	1.09597712119758	0.273088786870987	0.626510957433924
AASDH	175.08071615505	0.0265094590621157	0.179887399702772	0.147366959030579	0.882842383625347	0.965891632541304
AASDHPPT	1112.97064821013	0.0609636790914167	0.197513715426675	0.308655421522101	0.757583657520495	0.918650831349836
AASS	8148.32267270611	-0.073666599666275	0.179159932221633	-0.411177871931455	0.680942112695686	0.885667823197741
AATF	169.462491625187	0.146093583096917	0.140147723993136	1.04242565583207	0.297214376863975	0.649244339401066
AATK	245.436569947466	-0.020039166890811	0.179289318302915	-0.111769998795768	0.911005775928234	0.974636984003482
ABAT	11924.4234961903	0.278716954062093	0.140322307269643	1.98626262270981	0.0470041706065882	0.256789538559092
ABCA1	1491.79973356769	-0.502895648111057	0.262216262515159	-1.91786597553988	0.0551280074793679	0.277964023890441
ABCA12	0.0467088400349465	0	4.95275518683603	0	1	NA
ABCA13	0.751714946299107	-0.558549434182147	1.80684181226451	-0.30913023508246	0.757222460536465	NA
