baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
A4GNT	14.400574617446	2.23948511835246	0.640788584519295	3.49488922314756	0.00047425855035655	0.0125142509345439
AADAT	2851.43519618263	0.741069537979226	0.174212515352881	4.25382491308464	2.1014964159993e-05	0.00116155438266143
ABCB1	1287.77742335265	0.692145045721828	0.233730411416933	2.96129648480859	0.00306346880097235	0.0477077233124744
ABCB11	2467.48099986712	0.713553139904051	0.209420742212175	3.40727060923657	0.0006561603712386	0.0159844609968508
ABCB7	962.08024028509	0.482074675078215	0.145996246697385	3.30196622162103	0.000960096313419425	0.0215866339066506
ABCD2	80.2728935678032	2.49153588783696	0.635084966944523	3.92315362119823	8.73973840053147e-05	0.0036394258535039
ABHD14B	4857.42906882507	0.828752172577933	0.159786564343327	5.18661988874875	2.14145185636857e-07	2.52000528130082e-05
ABHD2	1525.9300597354	1.51925959700193	0.302792782903073	5.01748946073216	5.23510724582531e-07	5.37962569937203e-05
ABLIM2	108.222246307991	0.986176625511259	0.189460265214953	5.2051897235148	1.93798504500932e-07	2.35658981473133e-05
ACAD8	562.024942517122	0.564506635351635	0.165340284286634	3.41421110884873	0.000639669904732141	0.0156611799494151
ACOT7	186.163997506763	0.814920314335865	0.217830939927047	3.74106779601091	0.000183240078879961	0.00620380332022364
ACOT8	399.565937704677	0.664833708350279	0.213391058756952	3.11556497363609	0.00183592897773307	0.0343020174687336
ACOX1	20940.5344301988	0.808457977721387	0.175145275766185	4.61592797284845	3.9134266770024e-06	0.000292844728568303
ACSM3	342.340762364832	1.25102599117796	0.326794002962258	3.82817915824006	0.000129094774966	0.00480702711757109
ACSS3	2393.73742386094	0.994990477897346	0.231442733821154	4.29907848680278	1.71509732140118e-05	0.000996090829459284
ACTN2	161.604036452989	1.07137598001671	0.329764811829845	3.24890934867098	0.00115848390527902	0.0247867993340636
ACTN4	2348.26199471717	0.337468024738912	0.0881843467772719	3.82684724751954	0.000129795003037487	0.00480702711757109
ACY1	924.178708642204	0.745746992876138	0.248784258840037	2.997565024223	0.00272145795188867	0.0444200385167332
ADAMTS5	9.2685179202838	2.38236376223301	0.801487914721967	2.97242630671412	0.00295456128016136	0.0468110295332406
ADD3	99.9773013549641	1.12376726586084	0.357503321971975	3.14337573050281	0.00167011312906143	0.0320988598174905
ADK	6816.40470486126	0.63872036870567	0.199436091277421	3.20263180357457	0.00136177968049562	0.0275272870292626
AFF1	835.313763147484	0.745531679926311	0.247029649765512	3.01798460481968	0.0025446183136082	0.0427777309126392
AFG1L	219.855203667619	0.619951723001563	0.139353877990721	4.44875831186299	8.636813496708e-06	0.000594374156522433
AGAP1	794.145621590712	0.534997188115765	0.125665847117922	4.25729981841235	2.06910788330086e-05	0.00115238252798191
AGMAT	4421.20638743992	0.694823101433383	0.169386218053159	4.10200492944075	4.09585545081494e-05	0.00197249910027365
AGPAT5	336.779739654283	0.762155664568791	0.114485046305634	6.65725078657092	2.78996909421167e-11	9.69314976731825e-09
AGXT2	2351.48338849474	0.574270592100265	0.145490208339075	3.94714255107731	7.90894707937206e-05	0.00335486499366852
AHCY	32290.0238109772	0.733133361095312	0.149670086272333	4.89832924771176	9.66549799003804e-07	9.21823180853824e-05
ALDH1A1	18299.091329529	0.701651922850325	0.156694549667377	4.47783234541185	7.54047818359481e-06	0.000528993546418343
ALDH1A3	109.029747214943	1.18089859703717	0.380653289721741	3.1022944735363	0.00192026836901744	0.0350695319658355
ALDH1B1	3714.35274777577	0.810292065251674	0.204598336623886	3.96040397308428	7.48230772798146e-05	0.00319245129727209
ALDH3A2	3909.16372598504	0.640550461855114	0.153733139999349	4.16663877325232	3.09123742677012e-05	0.00157717959900104
ALDH8A1	5170.31153494897	0.63408385605011	0.161271036589078	3.93179004402241	8.43156891283026e-05	0.00354563266789681
ALPL	589.297978274754	1.63057795390795	0.30464221739851	5.35243594217591	8.67780273398095e-08	1.1724675693912e-05
AMD1	625.21164618154	0.719081602095504	0.194553141493711	3.69606780221922	0.000218964518318259	0.00713198716808045
AMOT	102.640066847099	0.863438877805658	0.283276471516381	3.04804304142756	0.00230336933444516	0.0403006778515872
ANKRD33B	65.2895606382699	1.95377730076765	0.490651678127193	3.98200472527717	6.83364208685346e-05	0.00297177316241279
ANKS4B	285.524830395515	0.756133239946748	0.197768970786299	3.82331584646711	0.000131668939502206	0.00483820716558411
ANO1	1601.16081271075	1.1593620983005	0.23757961859994	4.87988870902579	1.06145721270092e-06	9.80302762514675e-05
ANXA2	1052.32075797348	1.1158155297805	0.357601977419358	3.12027225865136	0.0018068395429593	0.033976034292348
ANXA4	531.003767222254	1.10325884730127	0.365074125624823	3.02201325665861	0.00251099551268831	0.0426075935488196
APLF	167.587165536748	0.802787424546457	0.214205763097064	3.74773961699007	0.000178435346474513	0.0060977250017707
APOB	2234.50582645342	0.728764061706357	0.232276923063469	3.13747940214976	0.00170407247015321	0.0324500020604313
APOC2	58.7581936053567	2.61939367256229	0.799184293627036	3.27758402342266	0.00104699564353476	0.0229051880516629
APOC4	1872.82544993218	1.07375817401114	0.216154780030991	4.96754304418894	6.78065106506176e-07	6.77693563982063e-05
AQP9	1393.63075016308	0.597247129429197	0.18730716880812	3.18859728236577	0.00142964895820171	0.0285382183284259
ARHGEF12	1677.24638770746	0.495396855303819	0.155424566499286	3.18737807324748	0.0014356897443579	0.02858060675262
