fromNode	toNode	weight	direction	fromAltName	toAltName
ABLIM2	CDKN1B	0.100282029533469	undirected	NA	NA
ABLIM2	COL9A3	0.124172963289487	undirected	NA	NA
ABLIM2	CSE1L	0.105284951161416	undirected	NA	NA
ABLIM2	CUX2	0.117282388693469	undirected	NA	NA
ABLIM2	DNAJC5	0.115828693216594	undirected	NA	NA
ABLIM2	EPPK1	0.116860038937252	undirected	NA	NA
ABLIM2	FAM8A1	0.108403627998716	undirected	NA	NA
ABLIM2	FLVCR2	0.10617099452419	undirected	NA	NA
ABLIM2	HIF1A	0.104298410673094	undirected	NA	NA
ABLIM2	LOC101558028	0.100799195381812	undirected	NA	NA
ABLIM2	NSMCE2	0.102302636802404	undirected	NA	NA
ABLIM2	ORAI1	0.114933896373716	undirected	NA	NA
ABLIM2	PAPSS2	0.113426691256562	undirected	NA	NA
ABLIM2	SRD5A1	0.100560178487449	undirected	NA	NA
ABLIM2	TOMM40L	0.120051356732366	undirected	NA	NA
ACP6	AKR1D1	0.120227264523505	undirected	NA	NA
ACP6	ARHGEF37	0.130704808040882	undirected	NA	NA
ACP6	CBX1	0.102924147540693	undirected	NA	NA
ACP6	COL9A3	0.115921977042061	undirected	NA	NA
ACP6	CSE1L	0.106594616091997	undirected	NA	NA
ACP6	CUX2	0.130953241862058	undirected	NA	NA
ACP6	DNAJC5	0.118483633404171	undirected	NA	NA
ACP6	EPPK1	0.128041476407352	undirected	NA	NA
ACP6	FAM149A	0.11021723563514	undirected	NA	NA
ACP6	FAM8A1	0.113661845192002	undirected	NA	NA
ACP6	HIF1A	0.110046182187697	undirected	NA	NA
ACP6	LOC101537845	0.103175877647156	undirected	NA	NA
ACP6	LOC101541145	0.123216327669184	undirected	NA	NA
ACP6	LOC101557147	0.116550845915463	undirected	NA	NA
ACP6	MAOB	0.117578355482823	undirected	NA	NA
ACP6	MOV10L1	0.115266795861008	undirected	NA	NA
ACP6	NEK6	0.104407449462913	undirected	NA	NA
ACP6	NSMCE2	0.121434839335225	undirected	NA	NA
ACP6	ORAI1	0.134652153102705	undirected	NA	NA
ACP6	PAPSS2	0.126792120249211	undirected	NA	NA
ACP6	RAMP1	0.104620377529003	undirected	NA	NA
ACP6	RMND5A	0.108393377415758	undirected	NA	NA
ACP6	SERINC3	0.106218285183649	undirected	NA	NA
ACP6	SRD5A1	0.123797416933646	undirected	NA	NA
ACP6	TMEM150B	0.109761856187684	undirected	NA	NA
ACP6	TOMM40L	0.115409189759255	undirected	NA	NA
ACP6	TSC22D3	0.100660186249104	undirected	NA	NA
ACP6	UBQLN2	0.107383632646712	undirected	NA	NA
ACP6	UPK2	0.104399122188344	undirected	NA	NA
AGK	AGO4	0.104128466674985	undirected	NA	NA
AGK	ARHGEF37	0.116026594520421	undirected	NA	NA
AGK	COL9A3	0.110770553709336	undirected	NA	NA
AGK	CUX2	0.14300342248126	undirected	NA	NA
AGK	DNAJC5	0.109122505278543	undirected	NA	NA
AGK	EPPK1	0.140497963410247	undirected	NA	NA
AGK	FAM149A	0.103006390004288	undirected	NA	NA
AGK	FRS2	0.104044701145616	undirected	NA	NA
AGK	HIF1A	0.10597340265247	undirected	NA	NA
AGK	MAOB	0.10401661370684	undirected	NA	NA
AGK	MOV10L1	0.115381935024235	undirected	NA	NA
AGK	NSMCE2	0.120297308073602	undirected	NA	NA
AGK	ORAI1	0.127123393706359	undirected	NA	NA
AGK	PAPSS2	0.108712119474626	undirected	NA	NA
AGK	RMND5A	0.106020212037311	undirected	NA	NA
AGK	SERINC3	0.102847576398682	undirected	NA	NA
AGK	SRD5A1	0.110772617400301	undirected	NA	NA
AGK	TOMM40L	0.122135459981069	undirected	NA	NA
AGK	TSC22D3	0.102881195425017	undirected	NA	NA
AGO4	ARHGEF37	0.142997032346637	undirected	NA	NA
AGO4	CES1	0.102662178396779	undirected	NA	NA
AGO4	CITED2	0.107005575287987	undirected	NA	NA
AGO4	CITED4	0.113284501867389	undirected	NA	NA
AGO4	CLSTN1	0.104383940703583	undirected	NA	NA
AGO4	COL9A3	0.102101253770053	undirected	NA	NA
AGO4	CSE1L	0.100334897386892	undirected	NA	NA
AGO4	CUX2	0.125545292719545	undirected	NA	NA
AGO4	DBNDD2	0.103782307968	undirected	NA	NA
AGO4	DNAJC5	0.10280126143994	undirected	NA	NA
AGO4	EPPK1	0.130730284653317	undirected	NA	NA
AGO4	FRS2	0.100874549692946	undirected	NA	NA
AGO4	LOC101537845	0.104763697396063	undirected	NA	NA
AGO4	LOC101555275	0.101285061011874	undirected	NA	NA
AGO4	LYNX1	0.100551552904058	undirected	NA	NA
AGO4	MAOB	0.110296857697788	undirected	NA	NA
AGO4	MARVELD3	0.105926556604438	undirected	NA	NA
AGO4	MOV10L1	0.12147669851826	undirected	NA	NA
AGO4	NEURL2	0.109626254353468	undirected	NA	NA
AGO4	NSMCE2	0.119433021079827	undirected	NA	NA
AGO4	ORAI1	0.128011088096729	undirected	NA	NA
AGO4	PAPSS2	0.105916032305117	undirected	NA	NA
AGO4	PHOSPHO1	0.100497212441286	undirected	NA	NA
AGO4	RAMP1	0.120223477307507	undirected	NA	NA
AGO4	RMND5A	0.126982611241352	undirected	NA	NA
AGO4	SERINC3	0.122915881807602	undirected	NA	NA
AGO4	SLURP2	0.118782295743858	undirected	NA	NA
AGO4	SMARCC1	0.106972530099264	undirected	NA	NA
AGO4	SRD5A3	0.109695398530013	undirected	NA	NA
AGO4	TOMM40L	0.132514038174902	undirected	NA	NA
AIFM3	ARHGEF37	0.132563329732465	undirected	NA	NA
AIFM3	ATG4B	0.103416814529923	undirected	NA	NA
AIFM3	CBX1	0.12177691771793	undirected	NA	NA
AIFM3	COL9A3	0.1274925580461	undirected	NA	NA
AIFM3	CSE1L	0.105759537981581	undirected	NA	NA
AIFM3	CUX2	0.141431728523398	undirected	NA	NA
AIFM3	CYSTM1	0.110579556339374	undirected	NA	NA
AIFM3	DCAKD	0.10965213381794	undirected	NA	NA
AIFM3	DNAJC5	0.112763759715215	undirected	NA	NA
AIFM3	EPPK1	0.128292234967731	undirected	NA	NA
AIFM3	ERCC1	0.112919001535606	undirected	NA	NA
AIFM3	FAM8A1	0.107057531848362	undirected	NA	NA
