pathway	pval	padj	log2err	ES	NES	size	leadingEdge
1	KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	0.0100000354337974	0.118498055570388	0.380730400722792	0.469389284942097	1.57830603396625	41	c("VARS2", "AARS2", "CARS2", "CARS1", "SEPSECS", "TARS3", "SARS2", "TARS2", "EARS2", "PARS2", "AARS1", "YARS2", "FARS2", "SARS1", "GARS1", "RARS2", "MTFMT", "LARS2")
2	KEGG_OXIDATIVE_PHOSPHORYLATION	0.0108366015990848	0.118498055570388	0.380730400722792	0.392254827841161	1.53794104272468	83	c("NDUFS4", "ATP6V0E2", "ATP5F1E", "NDUFS7", "ATP6V0E1", "LHPP", "ATP5F1D", "NDUFB8", "NDUFS2", "NDUFB9", "ATP6V0C", "SDHA", "NDUFA8", "NDUFB7", "ATP6V1F", "NDUFV3", "ATP5PD", "NDUFA11", "NDUFS3", "NDUFA6", "NDUFS6", "ATP6V1C2", "NDUFS8", "ATP6V1G1", "PPA2", "ATP5MG", "NDUFAB1", "ATP5MF", "NDUFB2", "ATP5MC2", "NDUFB10", "SDHC", "NDUFV1", "NDUFB1", "ATP6V0D1", "ATP5ME", "ATP5PO", "NDUFB6", "NDUFA10", "NDUFA7", "ATP6V1G2", "NDUFS5", "NDUFA9", "TCIRG1", "ATP5MC1")
3	KEGG_ARACHIDONIC_ACID_METABOLISM	0.0339888927576279	0.191573759179357	0.321775918075361	0.457459587666356	1.46823953480601	33	c("PLA2G6", "GPX3", "PTGIS", "PTGES2", "LTC4S", "GGT6", "GGT7", "PLA2G2C", "PTGDS", "PTGES")
4	KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	0.050709939148073	0.230497814700875	0.287857117255149	0.515657508913737	1.45920979238867	19	c("UROS", "CP", "MMAB", "EARS2", "PPOX", "ALAS2", "ALAD", "BLVRB", "FECH")
5	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	0.072289156626506	0.275390156062425	0.237793834423688	0.46427191801788	1.38649967105561	23	c("XYLT2", "B4GALT7", "EXTL1", "EXT2", "XYLT1", "B3GAT1", "EXTL3", "HS3ST2", "B3GAT3")
6	KEGG_PARKINSONS_DISEASE	0.0395810795964041	0.200278696650232	0.321775918075361	0.346521828154088	1.35681151559295	84	c("NDUFS4", "ATP5F1E", "NDUFS7", "ATP5F1D", "NDUFB8", "NDUFS2", "NDUFB9", "PRKN", "GPR37", "SDHA", "NDUFA8", "UBE2L6", "NDUFB7", "NDUFV3", "ATP5PD", "NDUFS3", "TH", "NDUFA6", "NDUFS6", "LRRK2", "NDUFS8", "UBA7", "SNCA", "NDUFAB1", "NDUFB2", "HTRA2", "ATP5MC2", "NDUFB10", "SDHC", "UBE2G2", "NDUFV1", "NDUFB1", "UCHL1", "ATP5PO", "NDUFB6", "NDUFA10", "SLC25A31", "NDUFA7", "SLC25A6", "NDUFS5", "NDUFA9", "SEPTIN5", "ATP5MC1", "CASP9", "ATP5MC3", "NDUFA1", "NDUFA4", "SLC25A4")
7	KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	0.0625	0.252717391304348	0.257206466468838	0.371314936577738	1.35200381168789	59	c("MASP2", "SERPINF2", "C4BPB", "F7", "F12", "C8G", "CFD", "F13A1", "PROC", "C8A", "VWF", "F11", "C5", "F10", "BDKRB1", "SERPINE1", "FGB", "CFB", "F5", "SERPINC1", "PLG", "F2", "SERPING1", "C1S")
8	KEGG_GLUTATHIONE_METABOLISM	0.0826612903225806	0.301470588235294	0.222056046145248	0.397781912941854	1.32618784838261	38	c("RRM1", "GPX3", "SRM", "SMS", "MGST2", "GSS", "GSTM3", "GGT6", "GSTZ1", "GGT7", "ANPEP", "OPLAH", "LAP3", "RRM2B")
9	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	0.127789046653144	0.396951219512195	0.176694268938498	0.431374788841922	1.2695047882348	22	c("XYLT2", "B4GALT7", "CHPF", "CHST13", "XYLT1", "B3GAT1", "CHST14", "B3GAT3", "CHST12", "CHPF2", "CHST15")
10	KEGG_ACUTE_MYELOID_LEUKEMIA	0.128048780487805	0.396951219512195	0.176694268938498	0.344827093235394	1.24105301183031	56	c("STAT3", "HRAS", "MAP2K1", "AKT1", "MAP2K2", "RPS6KB2", "PML", "TCF7L1", "EIF4EBP1", "MTOR", "GRB2", "CEBPA", "JUP", "RUNX1", "BAD", "CCND1", "PIK3R2", "PPARD", "STAT5B", "PIM2", "RAF1", "RELA", "RARA")
11	KEGG_ALZHEIMERS_DISEASE	0.0910973084886128	0.313779618127444	0.213927855492356	0.299294949820624	1.23276269155715	122	c("PLCB3", "CDK5", "NDUFS4", "PSEN2", "ATP5F1E", "CALM3", "NDUFS7", "ATP5F1D", "NDUFB8", "NDUFS2", "NDUFB9", "SDHA", "NDUFA8", "APH1A", "NDUFB7", "NDUFV3", "ATP5PD", "BAD", "NDUFS3", "APOE", "NDUFA6", "BID", "GRIN1", "NDUFS6", "NCSTN", "NOS1", "BACE1", "NDUFS8", "SNCA", "NDUFAB1", "NDUFB2", "ATP5MC2", "NDUFB10", "PSENEN", "GRIN2D", "SDHC", "LRP1", "NDUFV1", "FADD", "NDUFB1", "GAPDH", "MAPK3", "ATP5PO", "NDUFB6", "MAPT", "CALM1", "NDUFA10", "NDUFA7")
12	KEGG_STEROID_HORMONE_BIOSYNTHESIS	0.217922606924644	0.506670061099796	0.132147260608774	0.472259477198568	1.23114784169859	14	c("SRD5A1", "HSD17B1", "COMT", "SRD5A3", "HSD11B1", "HSD17B7", "HSD11B2", "HSD17B8")
