pathway	pval	padj	log2err	ES	NES	size	leadingEdge
1	KEGG_OXIDATIVE_PHOSPHORYLATION	2.85020535721528e-05	0.0036759149467623	0.575610261071129	0.623758357542493	1.95305970086218	49	c("ATP5PO", "NDUFS3", "NDUFC2", "NDUFA6", "NDUFS6", "NDUFB8", "NDUFV3", "NDUFS8", "ATP6V1F", "SDHB", "NDUFS5", "NDUFS4", "NDUFA8", "NDUFB1", "ATP6V1E1", "NDUFB6", "NDUFB10", "NDUFB7", "NDUFB3", "NDUFA2", "ATP5PD", "NDUFB4", "ATP5PB")
2	KEGG_PARKINSONS_DISEASE	4.42881318887024e-05	0.0036759149467623	0.557332238758646	0.615720402751536	1.94223541777534	51	c("ATP5PO", "NDUFS3", "NDUFC2", "NDUFA6", "NDUFS6", "NDUFB8", "VDAC1", "NDUFV3", "NDUFS8", "SDHB", "NDUFS5", "NDUFS4", "NDUFA8", "NDUFB1", "NDUFB6", "NDUFB10", "NDUFB7", "SLC25A5", "NDUFB3", "NDUFA2", "SLC25A4", "UBE2L3", "ATP5PD", "NDUFB4", "ATP5PB", "PARK7")
3	KEGG_ALZHEIMERS_DISEASE	0.000236836533109066	0.013104954832035	0.518848077743792	0.592469957365442	1.86889394930017	51	c("ATP5PO", "NDUFS3", "NDUFC2", "HSD17B10", "NDUFA6", "NDUFS6", "NDUFB8", "NDUFV3", "NDUFS8", "SDHB", "NDUFS5", "NDUFS4", "NDUFA8", "NDUFB1", "APOE", "NDUFB6", "NDUFB10", "NDUFB7", "NDUFB3", "NDUFA2", "ATP5PD", "NDUFB4", "ATP5PB")
4	KEGG_HUNTINGTONS_DISEASE	0.000632251448084711	0.0262384350955155	0.477270815362862	0.552748766013287	1.79303023120205	58	c("ATP5PO", "NDUFS3", "NDUFC2", "GPX1", "NDUFA6", "NDUFS6", "NDUFB8", "VDAC1", "NDUFV3", "NDUFS8", "TFAM", "SDHB", "NDUFS5", "NDUFS4", "NDUFA8", "NDUFB1", "NDUFB6", "NDUFB10", "NDUFB7", "SLC25A5", "NDUFB3", "NDUFA2", "SLC25A4", "ATP5PD", "NDUFB4", "ATP5PB")
5	KEGG_FOLATE_BIOSYNTHESIS	0.00117475798805098	0.0390019652032926	0.45505986738723	0.896058137010391	1.71934055333799	6	c("ALPL", "GCH1", "GGH", "SPR")
6	KEGG_CELL_ADHESION_MOLECULES_CAMS	0.00774296058974003	0.160666432237106	0.407017918923954	0.785320100103896	1.65650714338688	9	c("PECAM1", "ICAM1", "ALCAM", "F11R", "CLDN3", "ITGB1")
7	KEGG_SELENOAMINO_ACID_METABOLISM	0.00691966846924797	0.160666432237106	0.407017918923954	0.797968463865318	1.61748234908144	8	c("GGT1", "CTH", "AHCY", "MAT1A")
8	KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	0.0126388713494354	0.233116960445143	0.380730400722792	0.706620353543811	1.60112291461126	12	c("CTH", "CDO1", "MPST", "AHCY", "MAT1A")
9	KEGG_VIRAL_MYOCARDITIS	0.0148789526559036	0.238287381137312	0.380730400722792	0.793825986470196	1.55606991601586	7	c("DAG1", "ICAM1")
10	KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	0.0473773265651438	0.508958512982658	0.271288554688953	0.60678698513453	1.50177681378492	17	c("PECAM1", "ICAM1", "RAP1B", "F11R", "CLDN3", "ITGB1")
11	KEGG_RIBOSOME	0.0187538831684585	0.239472661997239	0.352487857583619	0.4464077302026	1.47862864373129	67	c("RPS21", "RPL10A", "FAU", "RPS15A", "RPS18", "MRPL13", "RPS19", "RPS28", "RPSA", "RPL6", "RPS20", "RPL22", "RPS13", "RPL11", "RPS27L", "RPL19", "RPS17", "RPL15", "RPL12", "RPLP1", "RPL8", "RPL7A", "RPL9", "RPL31")
12	KEGG_ARACHIDONIC_ACID_METABOLISM	0.0170857748747372	0.238287381137312	0.352487857583619	0.914015599230303	1.46833000161611	3	c("GGT1", "GPX1", "GPX3")
13	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	0.0748175182481752	0.560194631925914	0.222056046145248	0.73691887937461	1.44451972886126	7	c("ICAM1", "GRB2", "CHP1")
14	KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	0.0776173285198556	0.560194631925914	0.216542836735348	0.703459409077342	1.42591246271344	8	c("SORD", "KHK", "FBP1", "PMM2", "TPI1", "GFUS")
15	KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	0.103146853146853	0.684895104895105	0.183023938384487	0.655189339211108	1.38201711700814	9	c("ATP6V1F", "F11R", "ATP6V1E1", "CDC42", "ATP6V1G1")
16	KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.0413825095774642	0.490678327847075	0.321775918075361	0.94059026443438	1.37015476331787	2	c("TOLLIP", "RAC1")
17	KEGG_GLYCEROLIPID_METABOLISM	0.119929453262787	0.694992927864215	0.169570644405628	0.632282903871284	1.36604005008733	10	c("GK", "TKFC", "ALDH1B1", "ALDH7A1", "ALDH3A2", "GLA", "AKR1A1", "ALDH9A1")
18	KEGG_PENTOSE_PHOSPHATE_PATHWAY	0.136363636363636	0.694992927864215	0.157402899305283	0.631357933571802	1.33174857851888	9	c("TALDO1", "GPI", "TKT", "FBP1", "RBKS")
19	KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	0.0018648344239931	0.0515937523971425	0.45505986738723	1	1.32197425687564	1	PIGR
20	KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	0.140740740740741	0.694992927864215	0.159646701919906	0.716911192085307	1.31097814597668	5	c("GRB2", "RAC1", "FCER1A")
21	KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	0.160583941605839	0.719980506822612	0.147331213699377	0.665995565660801	1.30549475777794	7	c("PECR", "ACOX1")
22	KEGG_GLIOMA	0.151631477927063	0.699189592663681	0.156312403073186	0.806167632539768	1.29507649780463	3	c("GRB2", "CALM3", "KRAS")
23	KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	0.064128256513026	0.508958512982658	0.252961123069611	0.975290697674419	1.28930919529586	1	ACOX1
24	KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	0.164814814814815	0.719980506822612	0.14641623786055	0.695344138250751	1.27153959827042	5	c("SARS1", "WARS1", "DARS1")
25	KEGG_ACUTE_MYELOID_LEUKEMIA	0.146534653465347	0.694992927864215	0.161978948883402	0.871849367311378	1.27002012319967	2	c("GRB2", "KRAS")
26	KEGG_DORSO_VENTRAL_AXIS_FORMATION	0.146534653465347	0.694992927864215	0.161978948883402	0.871849367311378	1.27002012319967	2	c("GRB2", "KRAS")
